Primary Attribute	Secondary Attribute	Skill Type	Skill Tier	Skill Name	Parent Skill	Definition
CHA	N/A	reverberation	3	Concordance of One Heart	Love	The bard exhales a world-filling chord that binds every soul within sight into a single, luminous accord. The sound is not tender—it is sovereign: a living vow that stitches allies together and stills hostile intent. Armor hums, breath steadies, and movements synCHAonize as if guided by one unseen conductor. Wounds soften as strength passes between comrades, and each strike finds purpose born of trust. Masks crack; even foes feel their motives laid bare beneath the current of undeniable empathy. The air thickens like warm glass as space itself bows, slowing hostile motion and holding violence at bay. Every heartbeat inside the field becomes a drum in the same song, and the song refuses to break. To challenge it is to stand against the simple truth that love, shared, is stronger than fear, alone. When the last overtone fades, those who stood together carry its resonance in their bones.
CHA	N/A	resonance	2	Sorrow	Resonant Performance	A haunting melody that calls forth memory, loss, and longing. This resonance reveals hidden pain, stirs reflection, or bonds strangers through shared grief. It is the silence between notes that carries the deepest power.
CHA	N/A	reverberation	3	Tearful Lament	Sorrow	The bard’s voice cracks with aching sorrow, tugging at the heartstrings of a chosen listener. A weight settles on their chest as tears well unbidden, clouding judgment and dulling their resolve for a fleeting moment. While it does no lasting harm, the lament forces them into a brief wave of grief, blurring their focus.
CHA	N/A	reverberation	3	Echo of Mourning	Sorrow	A soft, haunting phrase ripples through the air, settling into the heart of an ally or foe. For allies, it provides a strange catharsis—tears shed ease a burden they did not know they carried. For foes, the same tears blur their vision and slow their strikes. In both cases, the echo leaves silence in its wake, a hollow reminder of grief shared.
CHA	N/A	reverberation	3	Steal the Smile	Sorrow	With a dissonant chord or mocking line, the bard strips the warmth from their foe’s heart. The target feels their spirit sag, movements dulled by the absence of joy. A cruel twist of resonance that leaves one empty-handed in the fight.
CHA	N/A	reverberation	3	Dirge of Weariness	Sorrow	A mournful chant pours from the bard, heavy as chains. All within its reach feel the creeping weight of despair, their arms sagging and their steps faltering. Even the keenest blades seem dulled under the dirge’s pull, leaving combatants weary and hesitant. Though brief, the dirge is a chilling taste of hopelessness.
CHA	N/A	reverberation	3	Lamenting Shackles	Sorrow	The bard’s sorrow-laden tones solidify as spectral chains of grief that coil around a target. The chains drag at heart and limb alike, sapping strength while binding the will to act. Struggling against them only deepens the sense of futility.
CHA	N/A	reverberation	3	Wail of the Forsaken	Sorrow	The bard unleashes a piercing cry of grief that echoes like a battlefield dirge. The sound rattles weapons in hands, pulls at the heart, and brings soldiers to their knees with despair. Those caught in the sound suffer blurred vision, faltering aim, and a crawling weakness in their limbs.
CHA	N/A	reverberation	3	Chains of Melancholy	Sorrow	A haunting song manifests as spectral chains that lash out to bind multiple foes at once. Each victim feels both physical restraint and the weight of despair pressing down on their hearts. Breaking free requires not just strength, but the will to overcome sorrow itself.
CHA	N/A	reverberation	3	Dirge of the Hollow Heart	Sorrow	The bard sings a hollow hymn that gnaws at the soul. Within its reach, enemies are not just weakened — they begin to question the worth of fighting at all. Weapons sag, eyes lose fire, and every strike feels meaningless. The dirge turns battle into a scene of futility.
CHA	N/A	reverberation	3	Elegy of Despair	Sorrow	The bard’s voice becomes a death knell, a dirge so heavy that even the strongest falter beneath it. A black pall falls across the battlefield as the song resonates, draining resolve and withering strength. Warriors who once fought with fire in their eyes now stumble, blades feeling like lead. The elegy does not kill—it convinces soldiers that they are already defeated.
CHA	N/A	reverberation	3	Funeral Chains	Sorrow	The bard’s sorrow becomes a storm of spectral chains wrought from grief itself. They lash outward in all directions, binding dozens at once. Each chain drags at flesh and spirit alike, slowing steps, sapping willpower, and fixing enemies in place. Even those who break free feel the rattle of the shackles in their bones, haunted by the echo of despair.
CHA	N/A	reverberation	3	Cataclysm of Grief	Sorrow	The bard releases the ultimate dirge, a grief so profound it becomes a world-shaking force. The sky dims, the air trembles, and all within miles feel the weight of endless funerals pressing upon their soul. Enemies collapse in despair, allies weep uncontrollably, and the battlefield becomes a monument of sorrow. Blades slip from hands, knees buckle, and even the earth itself seems to mourn under the strain of the song. The cataclysm does not just hinder—it overwrites the mood of the world for minutes after the sound fades.
CHA	N/A	resonance	2	Harmonic	Resonant Performance	The purest form of balanced resonance—neither emotion nor intent, just raw vibrational symmetry. Harmonic resonance stabilizes or amplifies other performances, and can retune spaces or spirits to a higher state.
CHA	N/A	reverberation	3	Resonant Shiver	Harmonic	A sharp note makes a fragile object quiver and shake, often cracking or breaking outright. To sturdier items, the vibration is little more than a rattle, but the sympathetic sound can echo across a room.
CHA	N/A	reverberation	3	Quantum Hum	Harmonic	The bard hums a low tone that ripples across the floor. Those nearby feel balance falter as vibrations disorient their steps. No harm is done, but accuracy suffers briefly.
CHA	N/A	reverberation	3	Tuning Note	Harmonic	The bard strikes a pure note into a nearby ally, aligning their inner rhythm. Breathing steadies and strength refocuses, mending the body slightly and boosting performance.
CHA	N/A	reverberation	3	Harmonic Lattice	Harmonic	The bard steps into stance and releases a measured chord that knits the air into a pressurized field. Dust eddies draw geometric patterns as the pressure gradient firms into a palpable zone. Within the boundary, footsteps feel heavy, leaps shorten, and thrown objects arc low as if the world turned thicker. The sound isn’t loud so much as exact—the kind of tone you feel in your teeth and knees. Armor plates creak; cloaks drag; arrows veer a hair off course. The lattice doesn’t crush or harm by itself; it simply reshapes movement, forcing combatants to commit to each stride. Tactical lines bend around the zone, giving the bard’s allies room to reposition and punish overextensions. Observers note a faint shimmer, like heat-haze with a grid hiding in it. On release, the air snaps back to normal, leaving the slightest taste of copper on the tongue. Veterans learn to ride the rhythm; fools try to power through and lose tempo.
CHA	N/A	reverberation	3	Dissonant Disarm	Harmonic	A clipped, discordant click shivers through steel and sinew at once. The bard aims the beat at a held weapon, making it buzz against the wielder’s grip like a hornet. Fingers reflexively open or the haft twists just enough to pitch free. The sound is small but humiliating, like being out of tune in front of a crowd. Sparks may flicker along the guard as micro-vibrations misalign skin and metal. Shields thump against arms; knives skitter across the floor; bows dip off target. The opening is brief but decisive, resetting the tempo of the exchange. Those ready for it can try to clamp down, but the beat is faster than the thought to resist. The resonance fades without lingering harm—only pride stings. Wise fighters learn to listen for that click and adjust their grip.
CHA	N/A	reverberation	3	Chord of Coherence	Harmonic	The bard sustains a pure, centered tone that gathers listeners onto the same beat. Breaths synCHAonize, feet plant with intention, and eyes sharpen as micro-tremors clarify posture. Subtle overtones sweep the area, teasing out hidden currents—footfalls behind a curtain, a crosswind through an arrow-slit, a hinge that’s been lifted and set back. Allies feel a nudge of confidence as their micro-timing snaps into alignment. The space itself seems tidier, like clutter getting pushed to the edges of awareness. For a heartbeat, teamwork becomes obvious: who should press, who should anchor, who should feint. The tone never overwhelms speech; it nestles under it, a spine of sound. When it stops, the world feels fractionally duller but more understandable. The memory of the chord lingers as a cue to act cleanly.
CHA	N/A	reverberation	3	Resonant Shatter	Harmonic	The bard singles out a weapon, shield, or object and strikes its resonant frequency. As the sound locks in, the vibration spreads outward, shaking nearby items in sympathy. The chosen target suffers most, while objects in reach quiver and splinter in lesser fashion. Allies hear the glass-like chime echo out, already knowing which cover is unsafe.
CHA	N/A	reverberation	3	Harmonic Shielding	Harmonic	The bard anchors protective vibrations onto one ally, wrapping them in a shimmering lattice of sound. From that ally, the harmonics radiate outward, damping strikes against their companions as well. Arrows bend slightly, weapons lose edge, and heavy blows arrive dulled. The lattice holds as long as the bard sustains the tone.
CHA	N/A	reverberation	3	Quantum Chorus	Harmonic	The bard seizes the tempo of battle by locking onto a foe’s rhythm. The chosen enemy feels their movements stagger and slip off-beat. The disruption spreads in sympathetic echoes, slowing their nearby allies, while the bard’s own companions feel a counter-pulse quickening their step. The chorus multiplies—out of one target, a battlefield ripple.
CHA	N/A	reverberation	3	Fracture of the Infinite	Harmonic	The bard releases a note that should not exist, a pitch threaded between harmonics of the cosmos. The chosen object or creature becomes the anchor, and vibrations ripple outward in impossible waves. Nearby matter resonates, not breaking immediately but phasing through unstable states. Fragile structures crumble, weapons bend mid-swing, and even the air warps with translucent fractures. Those within the zone feel as though the world itself has been detuned, their bones vibrating in sympathy with the song. The effect is devastating but short-lived, as the universe recoils from the imposed resonance. When silence falls, the battlefield feels unnervingly hollow, as though part of reality was torn out of tune.
CHA	N/A	reverberation	3	Symphony of Alignment	Harmonic	The bard summons a chorus of layered harmonics that bend not just sound, but probability itself. Allies in the field find their strikes land with eerie inevitability, while enemies falter as if forced out of rhythm with reality. The vibrations hum within bone and blood, aligning intention to outcome for a fleeting moment. The battlefield becomes a stage of inevitability: arrows curve mid-flight, swords slip perfectly into gaps, and shields lift just in time. Yet the price of such alignment is weight—the song presses heavily on all minds, threatening to collapse focus into a single, suffocating tone. When it ends, combatants stagger as though waking from a dream, remembering the inevitability of every motion.
CHA	N/A	reverberation	3	Quantum Convergence	Harmonic	The bard strikes a note so pure it resonates with the lattice of reality itself. The chosen foe becomes the fulcrum of impossible vibration—every particle tugged between harmony and dissonance. From that anchor, concentric pulses radiate, drawing allies and enemies alike into the quantum storm. Blades bend mid-swing, glass melts without heat, and even time skips in fractured beats. Allies feel fleeting surges of clarity as their movements align with the resonance, while enemies stagger, their forms half-phased, voices distorted into echoes of themselves. The battlefield is transformed into a hall of mirrors where existence hums between what is and what could be. The convergence cannot last long—if sustained, it would tear the world into incoherent frequency.
N/A	N/A	special ability	N/A	Attribute Boosters	N/A	Attribute Boosters are special abilities that mark a single attribute a character can temporarily enhance through an active roll-over check. The player writes the chosen attribute after “Attribute Booster” (e.g., “Attribute Booster – Strength”). On a successful roll, the attribute increases by half the points allocated to this ability for 2 minutes or 1 combat step per success rolled. Example: 20 points in a Strength booster with a roll of 90% and 2 successes grants +10 Strength for the duration. Higher investments allow boosting multiple attributes at once following the scaling chart.
N/A	N/A	special ability	N/A	Berserker Rage	N/A	Berserker Rage is a powerful combat ability that greatly enhances a character’s Strength, Dexterity, and Constitution, but carries the risk of losing control. Upon activation, these attributes increase by half the points allocated in this ability for 3 minutes or 2 combat steps per success rolled. The user must make a control roll; high success extends duration and keeps attacks focused, while failure results in indiscriminate attacks against all creatures in sight. Example: A roll of 75 against a needed 20 maintains controlled rage for an extended time; a roll of 55 may cause uncontrolled assault for several rounds. Berserker Rage is a high-risk, high-reward ability that can turn the tide of battle but may also endanger allies.
N/A	N/A	special ability	N/A	Shape Shifting	N/A	Shape Shifting allows a character to alter aspects of their physical form temporarily, from minor cosmetic changes to full body transformations. Possible alterations include turning body parts into weapons, changing appearance, or taking on entirely different forms. At 0–10% skill, only minor changes like elongating hair or hardening fingernails are possible; higher skill increases complexity and control. A failed roll may trap the character in their altered form until a successful reversion roll is made. G.O.D and player should agree on limits based on campaign setting—some worlds may allow limitless transformations, others only cosmetic shifts. This ability is highly versatile for problem-solving, infiltration, and creative combat tactics.
N/A	N/A	special ability	N/A	Wild Talents	N/A	Wild Talents are special abilities that mark a single innate magical, psionic, or bardic resonance effect chosen by the player at character creation or advancement. The player writes the specific effect after “Wild Talent” (e.g., “Wild Talent – Fire”). On a successful roll-over check, the user may manifest effects from the chosen sphere, discipline, or resonance without learning the full path. Points in this ability are multiplied by a set factor to determine the effective mana rating for that effect. For example, 10 points with a ×3 multiplier provides an effective 30 mana rating. Failure consequences are set by the G.O.D. and may range from minor mishaps to severe backfires.
N/A	N/A	special ability	N/A	Super Powers	N/A	Super Powers are special abilities that mark a single extraordinary non-magical ability chosen by the player at character creation or advancement. The player writes the specific ability after “Super Power” (e.g., “Super Power – Laser Eyes”). Each Super Power functions as an active-use roll-over check, with potency scaling to points invested. Common examples include elemental projection, enhanced senses, or physical feats beyond normal limits. To maintain balance, each Super Power has defined limits, weaknesses, or environmental conditions for use, set in agreement between the player and the G.O.D. On success, the chosen power functions at its current scaling; on failure, no effect occurs and the attempt may incur a minor drawback.
N/A	N/A	special ability	N/A	Telepathic Bond	N/A	Telepathic Bond allows a user to create mental links with other beings to share thoughts, emotions, and sensory experiences. At 10% skill, the bond is with one target within 10 ft, sharing basic thoughts/emotions. At 25%, range is 25 ft and complex ideas can be conveyed. At 50%, multiple targets can be bonded, max number based on points invested, with a 50 ft range. At 75%, sensory sharing is possible and range extends to 100 ft. At 100%, unlimited targets can be bonded within 500 ft, and sensory experiences can be swapped between bonded individuals. A failed roll can cause harmful feedback loops (all targets overwhelmed by emotions/sensory input) or inability to disconnect, risking exposure of private thoughts. This ability is powerful for coordination, espionage, and deep character connections but carries risks that keep it balanced.
N/A	N/A	special ability	N/A	Shadow Manipulation	N/A	Shadow Manipulation allows the user to control and shape shadows for concealment, illusions, or creating tangible constructs from darkness. At 10%, the user can manipulate existing shadows within 10 ft for minor illusions or concealment. At 25%, range extends to 25 ft and small shadow constructs (weapons, tools) become possible. At 50%, range is 50 ft with larger constructs, powerful illusions, and the ability to blind or restrain a target in shadows. At 75%, range increases to 100 ft, shadow duplicates and short-range teleportation via shadows become possible. At 100%, range expands to 500 ft with the creation of powerful shadow creatures, large constructs, and wide-area darkness. Limitations include vulnerability to bright light, which weakens or disrupts control. A failed roll can result in loss of control, revealing the user's position, creating hazardous constructs, or causing unpredictable shadow behavior.
N/A	N/A	special ability	N/A	Energy Channeling	N/A	Energy Channeling allows the user to manipulate one or more forms of energy (kinetic, thermal, electrical, magical, etc.) for offense, defense, or utility. At 10%, they can channel one energy type for minor effects (sparks, small temp changes, minor strength boosts). At 25%, they can channel two energy types and generate more potent effects (small electrical shocks, energy barriers, stronger physical boosts). At 50%, they can channel three energy types, create energy blasts, absorb/redirect attacks, or heal minor wounds. At 75%, they can channel four energy types, manifest energy constructs, shield allies, or manipulate energy within objects/creatures. At 100%, they can channel five energy types with vast control, including transforming into pure energy, controlling area-wide flows, or altering fundamental energy properties. Risks include energy overload, loss of control, backlashes, or injuries. Vulnerable to enemies who can nullify or counteract energy.
N/A	N/A	special ability	N/A	Gravity Manipulation	N/A	Gravity Manipulation gives the user control over gravitational forces. At 10%, they can subtly alter the weight of small objects to make them easier or harder to move. At 25%, they can affect larger objects or people, making them float or feel heavy. At 50%, they can create localized zones of altered gravity to hinder or aid movement/combat. At 75%, they can walk on walls/ceilings or briefly fly by manipulating gravitational pull. At 100%, they can create intense gravitational fields capable of crushing or repelling targets and objects. Effectiveness may vary in unusual gravity environments (space, other planets), where the G.O.D may require higher roll success or add restrictions.
N/A	N/A	special ability	N/A	Spell Weaving	N/A	Spell Weaving allows a trained caster to merge multiple effects from a single system (Magic, Psionics, or Bardic Resonance) into a single casting. The effects must all be from spheres, disciplines, or resonances in which the caster is trained. Points invested in this ability determine how many effects can be woven at once. This ability is purchased separately for each system. Magic weaving combines magical spheres; psionic weaving combines psionic disciplines; bardic weaving combines bardic resonances. Failed weaving attempts may cause severe backlash or unintended combined effects at the G.O.D.’s discretion.
N/A	N/A	special ability	N/A	Adrenaline Surge	N/A	Adrenaline Surge taps into the body’s primal survival mechanisms, flooding the user’s system with a rush of energy, heightened awareness, and raw power. In the moments it’s active, every heartbeat feels like a drumbeat of war—reflexes sharpen, movement speeds up, and strikes hit harder. The rush comes at a cost: once the effect ends, fatigue sets in, forcing the body to recover from the sudden expenditure of resources. At higher mastery, the surge lasts longer, hits harder, and becomes easier to control, allowing the user to push themselves to incredible feats without collapsing afterward.
N/A	N/A	special ability	N/A	Arcane Ward	N/A	Arcane Ward manifests as a shimmering barrier of magical force that wraps around the user or their allies, absorbing incoming damage before it can reach flesh or armor. The ward can block both physical and magical attacks, its strength and durability scaling with the user’s mastery. While active, it glows faintly, deflecting blows and dispersing spells into harmless sparks. At greater mastery, the barrier becomes capable of reflecting a portion of the damage back to attackers, turning defense into offense.
N/A	N/A	special ability	N/A	Battlefield Intuition	N/A	Battlefield Intuition grants the user an almost supernatural sense of the ebb and flow of combat, allowing them to anticipate enemy moves and adjust tactics before a blow is even thrown. This heightened awareness lets them dodge attacks more effectively and predict patterns in their opponents’ behavior. At higher mastery, this ability can feel like glimpsing the future, letting the user position themselves with surgical precision in any fight.
N/A	N/A	special ability	N/A	Elemental Affinity	N/A	Elemental Affinity forges a deep bond between the user and a single chosen element—fire, frost, acid, lightning, or another force of nature. This affinity enhances all abilities tied to that element, increasing their damage and resistance to it. Over time, the user becomes so in tune with the element that they can shrug off lesser harmful effects entirely. Mastery represents near-complete symbiosis with the element, making the user a living embodiment of its power.
N/A	N/A	special ability	N/A	Feral Instinct	N/A	Feral Instinct awakens the primal senses buried deep within the user’s mind, enhancing smell, hearing, and sight to near-animal levels. The user can track prey through scent trails, hear the quietest movements, and see in near darkness. As mastery increases, they can map an entire area through their senses alone, gaining unparalleled awareness of threats. At full mastery, these senses become so sharp they can resist sensory overload from blinding light or deafening noise.
N/A	N/A	special ability	N/A	Kinetic Burst	N/A	Kinetic Burst unleashes a concentrated wave of physical or magical kinetic energy in a single explosive strike. The force radiates outward, dealing heavy damage and knocking enemies back. At higher levels, the radius and strength of the burst grow, staggering multiple foes at once and controlling the flow of battle. At its peak, Kinetic Burst becomes a devastating tool for clearing space and breaking enemy formations.
N/A	N/A	special ability	N/A	Phase Step	N/A	Phase Step allows the user to briefly step out of the physical plane, becoming intangible and able to pass through solid objects or avoid attacks entirely. With greater mastery, the user can move farther, phase through thicker barriers, and even teleport short distances. At the highest level, this technique enables extended phasing and multiple rapid teleports within the same engagement.
N/A	N/A	special ability	N/A	Psychic Shield	N/A	Psychic Shield projects a mental barrier around the user’s mind, blocking intrusive thoughts, telepathic surveillance, fear effects, and attempts at mind control. As the shield strengthens with mastery, it can repel increasingly powerful psychic assaults. At full power, the mind is entirely closed to unwanted influence, granting the user absolute sovereignty over their own thoughts and emotions.
N/A	N/A	special ability	N/A	Time Dilation	N/A	Time Dilation manipulates the user’s perception of time, making the outside world seem to slow while their own movements remain at normal speed. At low mastery, this grants quicker reaction times and faster strikes. At higher levels, it approaches the realm of “bullet time,” allowing the user to act while opponents appear frozen. At its peak, the user can operate for precious seconds in completely frozen moments, moving and acting while all else is still.
N/A	N/A	special ability	N/A	Weapon Bond	N/A	Weapon Bond forges an unbreakable connection between the user and a chosen weapon. The bond enhances accuracy, allows the weapon to be recalled instantly if disarmed, and eventually enables it to be imbued with magical or elemental effects. At maximum mastery, the user and weapon move as one—every strike perfectly timed, every defense instinctive.
N/A	N/A	special ability	N/A	Combat Casting	N/A	Combat Casting is the refined art of channeling and releasing magical power in the heat of battle without sacrificing speed or accuracy. It allows the caster to weave spells seamlessly into melee or ranged engagements, reducing the penalties normally suffered when casting under pressure or while threatened. As mastery improves, the caster gains the ability to maintain concentration under duress, cast while moving, and even counter enemy attacks with instantaneous spells. At the highest levels, the user can unleash magic as fluidly as swinging a blade, making them a relentless threat in close quarters or chaotic combat situations.
N/A	N/A	special ability	N/A	Blood Frenzy	N/A	Blood Frenzy is a savage combat state triggered when the user draws or suffers blood in battle. Once activated, the user’s strength, speed, and ferocity spike dramatically, but their self-control diminishes. The more damage dealt or taken, the deeper the frenzy becomes, making attacks faster and more brutal at the cost of defensive precision. At high mastery, the user can channel the frenzy without losing control, becoming a relentless predator on the battlefield.
N/A	N/A	special ability	N/A	Iron Will	N/A	Iron Will is the mental fortitude to resist fear, intimidation, and coercion in all forms. Whether under magical compulsion, psychological warfare, or raw intimidation, the user’s resolve holds firm. At higher mastery, they can shrug off effects that would break lesser minds, and at full mastery, they become nearly unshakable.
N/A	N/A	special ability	N/A	Weapon Mastery	N/A	Weapon Mastery represents unparalleled skill and precision with a chosen type of weapon—swords, bows, axes, etc. Each level increases attack accuracy, damage, and access to special maneuvers. At the highest level, the weapon feels like an extension of the user’s own body.
N/A	N/A	special ability	N/A	Shadow Step	N/A	Shadow Step is the art of slipping into the darkness to instantly reappear from another shadow within range. It blends stealth, speed, and misdirection, making it ideal for ambushes and escapes. At higher mastery, the user can step farther, more often, and even attack while transitioning.
N/A	N/A	special ability	N/A	Aura of Defiance	N/A	Aura of Defiance radiates unshakable resolve, bolstering the morale and courage of allies while instilling doubt in foes. Within its range, allies resist fear and gain improved defense, while enemies suffer hesitation and reduced combat efficiency. The aura strengthens with skill, eventually creating a zone where allies fight with unbreakable spirit and enemies feel compelled to retreat.
N/A	N/A	special ability	N/A	Runic Empowerment	N/A	Runic Empowerment grants the ability to inscribe glowing runes of power onto weapons, armor, or surfaces, infusing them with magical enhancements. Runes can grant boosts such as elemental damage, protection, or utility effects. At low mastery, runes are temporary and weak; at high mastery, they become longer-lasting, more potent, and capable of holding multiple effects. At full mastery, the runes are permanent until dispelled and can shape the flow of battle.
N/A	N/A	special ability	N/A	Spell Echo	N/A	Spell Echo allows the caster to instantly recast the last spell they successfully cast without repeating the full casting process. At low mastery, the echo is weaker and costs extra mana; at high mastery, it is equally strong and costs less. At full mastery, the echo can be cast for free once per combat.
N/A	N/A	special ability	N/A	Blood Pact	N/A	Blood Pact allows the user to bind their vitality to fuel power, sacrificing health to enhance abilities or magic. At low mastery, small health sacrifices yield moderate boosts; at high mastery, larger boosts are possible with reduced risk. At full mastery, the pact can briefly grant overwhelming power at near-death cost.
N/A	N/A	special ability	N/A	Tactical Reload	N/A	Tactical Reload grants the user extreme efficiency when reloading weapons or resetting combat tools. At low mastery, reloads are slightly faster; at high mastery, they are instant and can include weapon swaps. At full mastery, reloading can occur mid-action without breaking flow.
N/A	N/A	special ability	N/A	Illusion Weaving	N/A	Illusion Weaving lets the user create and control complex illusions. At low mastery, illusions are simple and static; at high mastery, they are multi-sensory, interactive, and can cover large areas. At full mastery, illusions can fully deceive even magical senses until directly contradicted.
N/A	N/A	special ability	N/A	Blade Dance	N/A	Blade Dance is a fluid combat style focusing on rapid movement and precise strikes. The user becomes a blur, delivering multiple attacks while evading counters. At low mastery, movement is quicker; at high mastery, attacks chain flawlessly with dodges. At full mastery, the user becomes nearly untouchable while striking multiple foes.
N/A	N/A	special ability	N/A	Mana Surge	N/A	Mana Surge allows the user to temporarily draw deeply from their internal or ambient mana reserves, greatly amplifying the potency of their spells. This surge is dangerous if uncontrolled, as the sudden influx can destabilize magical channels and cause backlash. At lower mastery, the boost is brief and taxing, leaving the caster fatigued; at higher mastery, the surge lasts longer, costs less, and can be precisely timed to unleash devastating spells. At full mastery, the caster can channel immense magical force without suffering exhaustion.
N/A	N/A	special ability	N/A	Guardian’s Stance	N/A	Guardian’s Stance transforms the user into an unyielding bulwark, improving their ability to block, parry, and resist knockback while also protecting nearby allies. At low mastery, it is simply a firmer defensive posture; at higher mastery, the stance can deflect heavy blows and shield multiple allies from harm. At full mastery, the guardian becomes nearly immovable, holding ground against overwhelming force.
N/A	N/A	special ability	N/A	Vital Strike	N/A	Vital Strike is the art of striking precisely at an opponent’s weak points to maximize damage. At lower mastery, accuracy improves against exposed targets; at higher mastery, strikes are more likely to land critical hits and bypass armor. At full mastery, the user can pierce even heavily reinforced defenses with deadly efficiency.
N/A	N/A	special ability	N/A	Battle Trance	N/A	Battle Trance is a focused mental state in which the user perceives combat with perfect clarity, anticipating threats before they strike. At low mastery, reaction speed and awareness improve; at higher mastery, the user can respond before an enemy fully commits to an attack. At full mastery, the user’s movements flow instinctively, chaining offense and defense seamlessly.
N/A	N/A	special ability	N/A	Arcane Overload	N/A	Arcane Overload allows the caster to intentionally push their magical channels beyond safe limits, unleashing raw, unstable energy for overwhelming power. At lower mastery, the overload is brief and often leaves the caster drained; at higher mastery, the duration, control, and destructive potential increase. At full mastery, the caster can maintain an overload long enough to change the outcome of an entire battle, though the risk of catastrophic magical backlash remains.
N/A	N/A	special ability	N/A	Spirit Bond	N/A	Spirit Bond forges a deep link between the user and a chosen spirit, familiar, or bonded creature, allowing them to share strength, senses, and even magical effects. At lower mastery, the bond is limited to emotional and sensory connection; at higher mastery, shared abilities and mutual empowerment become possible. At full mastery, the bond is seamless, allowing the two to fight, sense, and act as one.
N/A	N/A	special ability	N/A	Battle Cry	N/A	Battle Cry channels raw emotion into a rallying shout that bolsters allies and intimidates foes. At lower mastery, it grants a minor morale boost; at higher mastery, it can break enemy resolve and strengthen allied combat prowess. At full mastery, a single cry can turn the tide of battle.
N/A	N/A	special ability	N/A	Mind Pierce	N/A	Mind Pierce focuses psionic or magical energy into a direct mental attack, disrupting thoughts, breaking concentration, or damaging the mind itself. At lower mastery, it causes mild disorientation; at higher mastery, it can cause confusion, fear, or even unconsciousness. At full mastery, it can shatter a target’s mental defenses entirely.
N/A	N/A	special ability	N/A	Earthshatter	N/A	Earthshatter channels immense force into the ground, creating a localized seismic shockwave. At lower mastery, it knocks enemies off balance; at higher mastery, it can damage structures and send foes sprawling. At full mastery, the impact can cause devastating battlefield-wide tremors.
N/A	N/A	special ability	N/A	Soul Rend	N/A	Soul Rend is a devastating ability that targets the very essence of a being, bypassing physical armor to inflict direct harm on their soul or life force. At low mastery, it causes discomfort and minor spiritual disruption; at higher mastery, it can weaken vitality, sever magical bonds, and even cause lasting spiritual injury. At full mastery, Soul Rend can cripple an opponent’s spirit entirely, leaving them powerless.
N/A	N/A	special ability	N/A	Wind Walk	N/A	Wind Walk transforms the user’s movement into swift, near-silent gliding on air currents. At lower mastery, it grants speed boosts; at higher mastery, it allows brief levitation and mid-air direction changes. At full mastery, Wind Walk enables rapid, evasive movement and near-flight capabilities.
N/A	N/A	special ability	N/A	Mana Burn	N/A	Mana Burn channels volatile anti-magic into a target, draining their magical reserves and converting part of it into damage. At low mastery, it burns small amounts of mana; at higher mastery, it devastates magical resources and causes physical harm. At full mastery, Mana Burn can cripple a caster entirely.
N/A	N/A	special ability	N/A	Mirror Strike	N/A	Mirror Strike is a deceptive combat technique that allows the user to instantly replicate an opponent’s attack and return it with equal or greater force. At low mastery, it can mimic only basic melee strikes; at higher mastery, it can copy complex techniques, ranged attacks, and even certain magical effects. At full mastery, Mirror Strike reflects attacks almost perfectly, turning an enemy’s power against them in real time.
N/A	N/A	special ability	N/A	Spirit Chain	N/A	Spirit Chain binds the user’s essence to another creature, allowing them to share damage, senses, or even abilities for a limited duration. At low mastery, only basic sense-sharing is possible; at higher mastery, pain, health, and magical effects can be linked. At full mastery, the bond is seamless and can be used tactically for both protection and coordination.
N/A	N/A	special ability	N/A	Void Step	N/A	Void Step shifts the user partially into a void dimension, allowing them to vanish from the material plane for a moment and reappear elsewhere. At low mastery, this allows quick dodges; at higher mastery, longer shifts through void space are possible, bypassing barriers entirely. At full mastery, Void Step can be used to reappear at extreme distances or even behind dimensional seals.
N/A	N/A	special ability	N/A	Celestial Beacon	N/A	Celestial Beacon summons a radiant pillar of light imbued with divine energy, bolstering allies and burning foes. At low mastery, it heals minor wounds or causes light damage to undead; at higher mastery, it greatly boosts morale, heals large areas, and smites enemies with divine power. At full mastery, the beacon’s presence can shift the course of battle entirely.
N/A	N/A	special ability	N/A	Runic Overload	N/A	Runic Overload forces a magical rune or glyph to release all stored power at once, causing a massive but unstable effect. At low mastery, the overload creates a small shockwave; at higher mastery, it can destroy magical constructs, shatter wards, or create area devastation. At full mastery, Runic Overload can rupture even ancient wards or catastrophically disrupt battlefield magic.
N/A	N/A	special ability	N/A	Blood Oath	N/A	Blood Oath is a binding pact sealed in the life essence of two or more beings. Once made, the oath enforces promises with supernatural compulsion, rewarding loyalty and punishing betrayal. At lower mastery, the effects are symbolic; at higher mastery, breaking the oath inflicts severe physical, magical, or spiritual damage. At full mastery, the Blood Oath becomes nearly impossible to break without death or powerful ritual.
N/A	N/A	special ability	N/A	Seismic Slam	N/A	Seismic Slam channels force into the ground, creating shockwaves that knock down, injure, or disrupt enemies. At low mastery, it causes a small tremor; at higher mastery, it can throw opponents into the air, break formations, or collapse structures. At full mastery, it can shatter terrain, open fissures, and devastate large battlefields.
N/A	N/A	special ability	N/A	Hunter’s Mark	N/A	Hunter’s Mark is a tracking enchantment or instinctive focus that locks the user onto a target. At low mastery, it marks for short-term pursuit; at higher mastery, the mark persists across terrain, barriers, and magical concealment. At full mastery, the user always knows the target’s location, direction, and condition until death.
